product_name,brand,category,ingredients,size,image_url,product_url
"KUNDAL – Honey & Macadamia Pure Body Lotion, Citrus & Basil, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep hydration, soothes dryness, and improves skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and strengthen the moisture barrier. Botanical Extracts – deliver calming and antioxidant benefits for healthier-looking skin. Moisturizing Agents (Glycerin & Humectants) – help lock in moisture for long-lasting smoothness and comfort. Lightweight Cream Texture – absorbs quickly without greasiness, leaving the skin silky and refreshed. Product effects: hydrates and nourishes dry or normal skin, improves texture, leaving skin soft and supple, protects the moisture barrier and prevents dryness, refreshes the senses with a bright citrus and herbal basil scent, keeps the skin comfortable, moisturized, and lightly perfumed. Recommended for: dry, normal, or sensitive skin needing daily moisture, those who enjoy fresh, citrus-herbal fragrances, all skin types seeking a fast-absorbing, hydrating lotion, anyone wanting long-lasting softness with a refreshing scent.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-lotion-citrus-basil-500ml/
"KUNDAL – Honey & Macadamia Pure Body Lotion, English Rose, 500ml",KUNDAL,Skincare,"Honey Extract – delivers rich hydration, soothes dryness, and enhances skin softness. Macadamia Seed Oil – nourishes with essential fatty acids, supports the skin barrier, and improves elasticity. Botanical Extracts – provide calming and antioxidant benefits for healthier-looking skin. Moisturizing Agents (Glycerin & Humectants) – lock in moisture to maintain long-lasting smoothness. Light Cream Texture – absorbs effortlessly without greasiness, leaving the skin velvety and comfortable. Product effects: deeply hydrates and softens dry or normal skin, helps prevent moisture loss and dryness throughout the day, improves skin texture for a smooth, supple feel, leaves the skin delicately perfumed with a refined English rose scent, provides lasting comfort and nourishment. Recommended for: dry, normal, or sensitive skin needing daily hydration, those who enjoy classic, floral rose fragrances, all skin types seeking a nourishing everyday body lotion, anyone wanting long-lasting softness and an elegant scent.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-lotion-english-rose-500ml/
"APLB – Glutathione Niacinamide Body Wash, 300ml",APLB,Skincare,"Glutathione – a potent antioxidant that brightens the skin, reduces pigmentation, and helps maintain an even, radiant tone. Niacinamide (Vitamin B3) – refines texture, evens out discoloration, and strengthens the skin barrier. Panthenol (Vitamin B5) – deeply hydrates and soothes the skin, promoting long-lasting comfort. Hyaluronic Acid – provides multi-layer hydration for smooth, plump, and supple skin. Allantoin – calms irritation and helps soften rough or dry areas. Adenosine – supports elasticity and firmness while smoothing fine lines and improving texture. Product effects: brightens dull, uneven skin tone, gently cleanses without stripping moisture, hydrates and nourishes for smooth, soft skin, refines texture and enhances glow, leaves skin feeling fresh, luminous, and silky. Our cosmetologist recommends this product in case of: dull, rough, or uneven skin tone, dryness or tightness after cleansing, sensitivity or irritation from harsh body washes, need for daily brightening and moisturizing body care.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/aplb-glutathione-niacinamide-body-wash-300ml/
"Salt & Stone – Aluminum Free Deodorant Bergamot & Hinoki, 75g",Salt,Skincare,"Probiotics (Lactobacillus Ferment) – help balance the skin’s microbiome and neutralise odour, Hyaluronic Acid – hydrates and softens the delicate underarm area, Seaweed & Spirulina Extracts – soothe and offer antioxidant support, Magnesium Hydroxide & Tapioca Starch – absorb moisture and promote lasting dryness, Natural fragrance blend (Bergamot & Hinoki) – provides a clean, uplifting scent. Product effects: provides long-lasting odour protection without aluminium, hydrates and calms sensitive underarm skin, leaves a fresh, citrus-woody aroma, absorbs moisture for a clean and dry feel, offers gentle yet effective daily protection. Our cosmetologist recommends this product in case of: sensitive or easily irritated underarm skin, those seeking a natural deodorant free of aluminium and harsh additives, anyone wanting a refined, skin-friendly deodorant with a fresh scent.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-aluminum-free-deodorant-bergamot-hinoki-75g/
"Salt & Stone – Body Wash Neroli & Basil, 450ml",Salt,Skincare,"Neroli & Basil Fragrance Blend – delivers a fresh, uplifting scent with citrusy floral notes and a green herbal finish. Plant-Based Cleansing Agents – cleanse effectively while remaining gentle on the skin’s moisture barrier. Glycerin – helps attract and retain moisture for softer, more hydrated skin. Aloe Vera – soothes irritation and supports skin comfort during cleansing. Botanical Extracts – nourish and provide antioxidant benefits for healthier-looking skin. Skin-Friendly pH Formula – helps maintain a balanced, non-drying cleanse. Product effects: cleanses the skin gently without stripping moisture, hydrates and softens for a smooth finish, refreshes the body with an uplifting scent, supports a healthy skin barrier, leaves the skin clean, comfortable, and lightly fragranced. Recommended for: daily body cleansing, dry or normal skin needing gentle hydration, those who enjoy fresh, citrus-herbal fragrances, all skin types, including sensitive.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-wash-neroli-basil-450ml/
"Salt & Stone – Body Lotion Bergamot & Hinoki, 100ml",Salt,Skincare,"Bergamot & Hinoki Fragrance Blend – combines bright citrus bergamot with warm, woody hinoki notes for a clean, calming scent. Glycerin – helps attract and retain moisture for long-lasting hydration. Shea Butter – nourishes and softens dry skin while improving smoothness. Botanical Oils – support the skin barrier and leave the skin supple and healthy-looking. Aloe Vera – soothes irritation and improves skin comfort. Antioxidant Botanical Extracts – protect the skin and enhance overall vitality. Product effects: hydrates deeply and softens dry or rough skin, strengthens the moisture barrier and reduces moisture loss, absorbs quickly without leaving a sticky or greasy feel, leaves the skin smooth, supple, and refreshed, provides a clean citrus-wood scent that lingers lightly on the skin. Recommended for: dry or dehydrated skin, daily body moisturizing and barrier care, those who enjoy fresh citrus and woody fragrances, all skin types, including sensitive.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-lotion-bergamot-hinoki-100ml/
"Salt & Stone – Body Lotion Neroli & Basil, 100ml",Salt,Skincare,"Neroli & Basil Fragrance Blend – a refreshing scent with bright citrus-floral neroli and aromatic green basil notes. Glycerin – draws moisture into the skin and helps maintain long-lasting hydration. Shea Butter – nourishes deeply and softens dry, rough areas. Botanical Oils – provide barrier-supporting nourishment and improve skin smoothness. Aloe Vera – soothes irritation and helps calm sensitive or dry skin. Antioxidant Botanical Extracts – protect and improve overall skin vitality. Product effects: hydrates deeply and improves skin softness, strengthens the skin barrier and reduces dryness, absorbs quickly without leaving a greasy film, leaves the skin smooth, supple, and healthy-looking, lightly perfumes the body with a fresh, uplifting scent. Recommended for: dry or dehydrated skin, daily moisturizing and barrier care, those who enjoy citrus-floral, herbal fragrances, all skin types, including sensitive.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/salt-stone-body-lotion-neroli-basil-100ml/
"Pyunkang Yul – Low pH Mild Body Wash, 500ml",Pyunkang,Skincare,"Low pH Formula – maintains the skin’s natural balance, helping to protect and support a healthy moisture barrier. Centella Asiatica Extract (Cica) – calms irritation, reduces redness, and provides soothing comfort. Hyaluronic Acid – delivers deep hydration, preventing dryness and keeping the skin soft and supple. Panthenol (Vitamin B5) – moisturizes, soothes, and supports skin repair. Mild Plant-Derived Cleansing Agents – cleanse gently without stripping essential moisture. Product effects: cleanses the skin gently but effectively, prevents dryness and tightness by maintaining moisture balance, soothes sensitive or irritated skin, leaves the skin smooth, refreshed, and hydrated, supports a healthy, resilient skin barrier. Recommended for: sensitive or easily irritated skin, dry or dehydrated skin in need of gentle cleansing, those who prefer mild, low-pH body care products, all skin types, including children and sensitive skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-low-ph-mild-body-wash-500ml/
"Pyunkang Yul – Kids & Baby Wash(sweet herb), 590ml",Pyunkang,Skincare,"Sweet Herb Complex – a blend of mild herbal ingredients that soothe the skin and offer a soft, comforting natural scent. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a healthy skin barrier. Hyaluronic Acid – provides deep hydration, helping keep delicate skin soft and moisturized. Panthenol (Vitamin B5) – soothes and protects the skin while supporting moisture retention. Mild Plant-Derived Cleansing Agents – gently remove impurities without stripping the skin’s natural oils. Product effects: gently cleanses while protecting sensitive skin, maintains moisture and prevents dryness or tightness, soothes irritation and calms delicate skin, leaves the skin soft, smooth, and comfortably hydrated, provides a natural, baby-friendly herbal scent. Recommended for: babies, toddlers, and young children, sensitive, dry, or easily irritated skin, daily gentle body cleansing, parents seeking a mild, non-irritating wash, all skin types, including very delicate skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-washsweet-herb-590ml/
"Masil – 7 Ceramide Perfume Shower Gel Sweet Love, 300ml",Masil,Skincare,"7-Ceramide Complex – reinforces the skin barrier, improves moisture retention, and protects against dryness. Hydrating Ingredients (Hyaluronic Acid, Glycerin) – deliver long-lasting moisture for smooth, supple skin. Botanical Extracts – soothe, nourish, and help maintain overall skin comfort. Mild Cleansing Surfactants – create a rich, creamy lather that cleanses effectively without stripping natural oils. Sweet Love Perfume – a warm, sweet floral fragrance that lingers gently on the skin. Product effects: gently but thoroughly cleanses the skin, maintains hydration and prevents post-wash dryness, strengthens the skin barrier and supports resilience, leaves skin soft, smooth, and pleasurably scented, enhances daily showering with a luxurious, perfumed foam. Recommended for: dry, normal, or sensitive skin needing gentle, hydrating cleansing, anyone who loves sweet, romantic fragrance profiles, all skin types looking for a nourishing daily body wash, those wanting a soft, long-lasting scented finish after showering.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/masil-7-ceramide-perfume-shower-gel-300ml-sweet-love-300ml/
